id,iban,customer_id,branch_id,account_type,currency,balance,overdraft_limit,status,opened_at
660,ES5099991403894344323157,305,7,checking,EUR,433.84,0.00,active,2018-07-06
661,ES2799999590412116669406,166,22,payroll,EUR,4328.43,0.00,active,2021-06-26
662,ES2599991665362140579707,185,2,checking,EUR,-87.15,1000.00,active,2024-12-13
663,ES7299991342200006563785,687,4,checking,EUR,674.87,0.00,active,2024-06-23
664,ES5499991179917420044525,653,6,checking,EUR,0.00,0.00,closed,2019-04-08
665,ES3699996763216917681753,394,10,checking,EUR,1596.53,0.00,active,2020-12-08
666,ES7599991403624815224110,321,7,checking,EUR,3526.84,1000.00,active,2021-12-31
667,ES3299997096121652198029,551,24,checking,EUR,1968.85,0.00,active,2012-05-25
668,ES2799994497714102295015,734,9,checking,EUR,-62.78,1500.00,active,2012-05-11
669,ES1899991665591993996089,76,2,checking,EUR,1038.86,200.00,active,2016-08-12
670,ES6399995954752590719209,229,13,payroll,EUR,5517.27,0.00,active,2015-10-11
671,ES4699993597292972060289,48,11,checking,EUR,1868.43,0.00,active,2022-10-23
672,ES3199991665501471438478,523,2,savings,EUR,2970.63,0.00,active,2022-11-06
673,ES6099999997355257246177,165,18,checking,EUR,1938.61,500.00,active,2024-06-23
674,ES5899992166879752314515,111,3,savings,EUR,2758.53,0.00,active,2023-09-01
675,ES3999998264917588375194,276,5,savings,EUR,153.21,0.00,active,2021-09-14
676,ES2699991665285199319590,563,2,checking,EUR,5866.36,0.00,active,2018-03-17
677,ES4299995954010191110926,35,13,savings,EUR,2774.44,0.00,active,2018-02-24
678,ES7799995015439897227970,78,12,checking,EUR,1361.24,1500.00,active,2012-04-17
679,ES0299993240278147763028,469,14,checking,EUR,6135.96,0.00,active,2024-08-11
680,ES6299999087375900048948,513,17,checking,EUR,2984.76,1000.00,active,2017-03-05
681,ES2699997558678345955714,227,1,checking,EUR,0.00,1500.00,closed,2020-10-31
682,ES5699999623750803715181,516,21,checking,EUR,0.00,0.00,closed,2024-05-23
683,ES6199995015354985828038,45,12,checking,EUR,6963.49,500.00,active,2022-11-23
684,ES9199993240850250760925,118,14,savings,EUR,2621.60,0.00,dormant,2023-06-17
685,ES3599994896002812460185,50,25,savings,EUR,2300.50,0.00,active,2023-04-29
686,ES2999991342246756345253,555,4,checking,EUR,4028.47,0.00,active,2020-09-10
687,ES7199998644783287949331,322,16,savings,EUR,448.34,0.00,active,2022-07-01
688,ES2399999087967200725967,324,17,checking,EUR,3671.42,0.00,active,2023-07-09
689,ES2699994896817740707442,474,25,checking,EUR,1845.63,500.00,active,2024-10-11
690,ES9599994497020230720458,516,9,checking,EUR,4800.35,200.00,active,2024-01-30
691,ES0399992753767200754171,570,23,checking,EUR,123.20,0.00,active,2015-11-01
692,ES1899999087453217675368,206,17,checking,EUR,4625.32,1000.00,active,2012-01-04
693,ES1299991403054625215513,401,7,savings,EUR,1923.99,0.00,active,2010-06-19
694,ES7499998264464988558325,271,5,savings,EUR,310.72,0.00,active,2022-10-31
695,ES2199999590292077543697,768,22,checking,EUR,4534.73,0.00,active,2025-03-20
696,ES8799999087577801807111,624,17,business,EUR,7149.37,0.00,active,2005-09-21
697,ES2199992166684550338323,398,3,checking,EUR,337.39,200.00,active,2023-01-01
698,ES4399991342930487909553,217,4,checking,EUR,2056.20,0.00,active,2021-08-01
699,ES9599991665895669042903,758,2,business,EUR,1146.73,0.00,active,2022-01-02
700,ES1799999590274257394894,189,22,savings,EUR,828.03,0.00,active,2025-01-26
701,ES1599996710861525508147,540,20,checking,EUR,2117.32,500.00,active,2017-02-17
702,ES9099991403943173483110,105,7,checking,EUR,4152.49,200.00,active,2016-12-04
703,ES3299991665879340526048,682,2,checking,EUR,1603.50,1000.00,active,2022-10-31
704,ES6499999997358352751621,696,18,checking,EUR,5133.87,0.00,dormant,2024-07-11
705,ES6099995015891679580507,92,12,checking,EUR,2533.46,1000.00,active,2025-01-04
706,ES8399999590694081447713,474,22,business,EUR,2997.10,0.00,active,2024-11-03
707,ES7199996710122617314344,21,20,savings,EUR,2782.77,0.00,active,2015-02-12
708,ES2099995015560640345020,543,12,checking,EUR,3610.82,1500.00,active,2021-08-05
709,ES5399999997429997220897,77,18,checking,EUR,2763.76,0.00,active,2020-12-15
710,ES1199996763541740097327,212,10,payroll,EUR,2811.08,1000.00,active,2022-07-24
711,ES5699998264574877384858,137,5,checking,EUR,1138.80,0.00,active,2020-01-05
712,ES4499998644645645911184,95,16,checking,EUR,97.37,1500.00,active,2024-01-04
713,ES2199996763675085997244,688,10,payroll,EUR,7060.24,1500.00,active,2021-01-03
714,ES1799990800290663004305,556,15,checking,EUR,2804.12,0.00,active,2019-01-06
715,ES6199995954479457920201,435,13,savings,EUR,584.20,0.00,active,2022-01-30
716,ES4099992753679847292246,385,23,checking,EUR,3761.23,1500.00,active,2017-02-26
717,ES5399995954051671366907,668,13,payroll,EUR,519.77,0.00,active,2014-04-11
718,ES4499991342470013953493,296,4,checking,EUR,7594.45,0.00,active,2021-05-22
719,ES1999994497359392420649,445,9,checking,EUR,3839.86,0.00,active,2024-06-28
720,ES4899992753669917258251,469,23,checking,EUR,228.81,0.00,active,2014-04-06
721,ES0899999590816623965527,589,22,savings,EUR,161.64,0.00,active,2019-11-12
722,ES0799992166414091978814,224,3,checking,EUR,1531.01,0.00,active,2021-09-21
723,ES8799999087962673402687,480,17,payroll,EUR,434.70,1500.00,active,2023-03-04
724,ES8999993597578077114890,265,11,savings,EUR,1098.96,0.00,active,2022-04-26
725,ES7899997558446755975846,607,1,savings,EUR,2445.93,0.00,active,2011-08-07
726,ES6299991179960033578429,253,6,checking,EUR,0.00,1500.00,closed,2023-11-06
727,ES6999993597790330299188,13,11,checking,EUR,1227.65,1000.00,active,2024-01-17
728,ES4899999984855548685555,594,19,checking,EUR,2929.59,1500.00,active,2018-05-02
729,ES9899995015427459196564,179,12,checking,EUR,4527.54,1000.00,active,2021-07-04
730,ES8199994896296336868352,256,25,checking,EUR,2244.51,1000.00,active,2023-10-05
731,ES9599991342060464423360,197,4,business,EUR,232.45,0.00,active,2019-01-28
732,ES0799992166063644903358,610,3,checking,EUR,0.00,500.00,closed,2024-03-10
733,ES4899996763168528712005,597,10,checking,EUR,3893.87,500.00,active,2025-03-21
734,ES9099998644526020171379,433,16,savings,EUR,3070.05,0.00,active,2022-10-31
735,ES3899998264928479314149,585,5,business,EUR,5.87,0.00,active,2022-02-21
736,ES3899999997019160871813,368,18,savings,EUR,2992.35,0.00,active,2025-02-21
737,ES8099992753602493962138,662,23,payroll,EUR,3778.04,500.00,active,2008-12-19
738,ES6399991179651683809211,442,6,checking,EUR,5170.22,200.00,active,2020-01-08
739,ES0499992753312347815415,764,23,checking,EUR,24.78,0.00,active,2023-03-04
740,ES5699995954053463044735,449,13,checking,EUR,936.48,1500.00,active,2023-11-01
741,ES1099999623592348969473,726,21,checking,EUR,4515.23,0.00,active,2024-01-10
742,ES8499991342321110201045,780,4,checking,EUR,6258.19,500.00,active,2019-05-24
743,ES4099996763103118433944,417,10,checking,EUR,5167.31,0.00,active,2015-10-09
744,ES8199999984932698294852,416,19,checking,EUR,3437.07,500.00,active,2021-11-06
745,ES3799994896685788801422,505,25,savings,EUR,2950.20,0.00,active,2022-12-21
746,ES0699996710611963136868,666,20,checking,EUR,1121.54,1500.00,active,2015-09-16
747,ES7599994497899565149163,46,9,checking,EUR,1527.05,1500.00,active,2024-03-05
748,ES7199999590960743101396,62,22,savings,EUR,0.00,0.00,closed,2018-08-23
749,ES5799993240420270967289,398,14,checking,EUR,-141.36,1000.00,active,2025-03-08
750,ES1699995015742491607155,368,12,payroll,EUR,1950.99,500.00,active,2024-10-15
751,ES0799992753801836278610,614,23,savings,EUR,2383.38,0.00,active,2022-06-15
752,ES9699999087198718126295,452,17,savings,EUR,478.87,0.00,active,2013-06-21
753,ES8999999590356012379286,670,22,savings,EUR,1058.22,0.00,active,2022-09-27
754,ES7299996763323508181879,253,10,business,EUR,6879.11,0.00,active,2020-08-30
755,ES9899999997226590621128,394,18,savings,EUR,3254.35,0.00,active,2018-12-13
756,ES1699994896270339992254,547,25,checking,EUR,6102.92,200.00,active,2017-10-13
757,ES1299999984507380212915,528,19,checking,EUR,0.00,0.00,closed,2024-10-29
758,ES9399991665204862331173,242,2,savings,EUR,1593.59,0.00,active,2024-11-10
759,ES9899995954857524417158,134,13,checking,EUR,2387.85,0.00,active,2015-03-16
760,ES4699999087367045761390,489,17,checking,EUR,4740.23,0.00,active,2023-05-23
761,ES1199991179926723253316,271,6,checking,EUR,684.80,0.00,active,2017-12-12
762,ES2299995015774288690980,300,12,checking,EUR,3903.72,0.00,active,2009-09-02
763,ES2999991342515822644725,514,4,savings,EUR,135.56,0.00,active,2020-02-22
764,ES1799998644908160709601,576,16,checking,EUR,3569.53,0.00,active,2025-03-05
765,ES7599998644140716825581,192,16,checking,EUR,2376.27,200.00,active,2020-07-14
766,ES1599999087619105344942,278,17,checking,EUR,1084.35,200.00,active,2019-11-14
767,ES8999998264044873709300,284,5,savings,EUR,889.91,0.00,active,2014-05-25
768,ES9899994896670682786236,799,25,savings,EUR,523.20,0.00,active,2024-04-08
769,ES7899999590534668142902,199,22,checking,EUR,2221.98,1000.00,active,2015-12-21
770,ES3899990800732737583257,330,15,payroll,EUR,3923.27,0.00,active,2022-10-15
771,ES0399999997098262496269,771,18,checking,EUR,1736.32,1000.00,active,2024-09-04
772,ES5099994497271929734310,705,9,savings,EUR,1386.84,0.00,active,2024-10-20
773,ES0299999984428233362437,206,19,checking,EUR,5737.59,1500.00,active,2012-09-20
774,ES7099995015291323510332,580,12,checking,EUR,3798.32,0.00,active,2023-02-14
775,ES9399993061451312121258,97,8,checking,EUR,4661.62,1500.00,active,2020-03-24
776,ES9699998264953274025723,372,5,savings,EUR,1676.20,0.00,active,2020-05-27
777,ES3999995015020280681897,504,12,checking,EUR,3049.66,1000.00,active,2019-01-13
778,ES5099997096053738031728,604,24,checking,EUR,6005.43,500.00,dormant,2021-09-05
779,ES9499993061722213756451,437,8,payroll,EUR,762.11,0.00,active,2020-11-30
780,ES6299990800525552123244,236,15,savings,EUR,1510.84,0.00,active,2019-05-16
781,ES9799996763183473751771,57,10,checking,EUR,2658.29,1000.00,active,2022-08-22
782,ES8499997558964115735816,173,1,savings,EUR,387.84,0.00,dormant,2022-02-13
783,ES7799999984121720833385,190,19,checking,EUR,1621.14,0.00,active,2024-10-27
784,ES9099991665861277636345,114,2,payroll,EUR,130.68,0.00,active,2024-01-23
785,ES2799999623568677083153,656,21,business,EUR,117.43,0.00,active,2025-02-01
786,ES9799991665966579647290,370,2,savings,EUR,3030.66,0.00,active,2024-09-04
787,ES7899995954988641834474,154,13,savings,EUR,2231.72,0.00,active,2013-10-15
788,ES2099999590900998382261,513,22,savings,EUR,5108.51,0.00,active,2021-03-24
789,ES6699991403375388165600,455,7,business,EUR,7190.83,0.00,active,2021-07-02
790,ES1699991665187049901489,641,2,checking,EUR,1061.26,1000.00,active,2016-01-01
791,ES8099993597246813108990,563,11,checking,EUR,1725.50,0.00,active,2018-02-05
792,ES1899995954366929821378,514,13,checking,EUR,5692.04,500.00,active,2018-02-22
793,ES7399991342729318271092,290,4,checking,EUR,4641.11,1000.00,active,2023-12-17
794,ES7199995954808535204934,614,13,savings,EUR,2159.72,0.00,active,2021-09-17
795,ES3699990800340402978825,370,15,payroll,EUR,0.00,500.00,closed,2020-02-15
796,ES1599991179942974453406,334,6,checking,EUR,3795.98,200.00,active,2010-03-12
797,ES6499991179407684459823,160,6,checking,EUR,1179.42,0.00,active,2023-04-02
798,ES1399998644893403762210,710,16,checking,EUR,3328.86,200.00,dormant,2025-03-31
799,ES2299991665228301965351,362,2,savings,EUR,2481.84,0.00,active,2016-10-20
800,ES8599994497841709214094,230,9,checking,EUR,1026.08,1000.00,active,2024-02-09
801,ES2499993061286387502930,434,8,checking,EUR,85.13,1000.00,active,2023-09-09
802,ES8499996710548835446321,231,20,checking,EUR,2130.04,0.00,active,2009-07-29
803,ES0299998264006676690511,524,5,checking,EUR,3817.97,0.00,dormant,2022-05-21
804,ES8299993061781731215323,102,8,checking,EUR,3402.56,1000.00,active,2019-05-14
805,ES6199991342451871870915,472,4,business,EUR,1836.07,0.00,active,2023-05-21
806,ES9499999087045862610414,36,17,savings,EUR,5550.96,0.00,active,2016-11-18
807,ES1999999087480556641805,176,17,business,EUR,274.14,0.00,active,2023-07-06
808,ES5699994896132694628711,568,25,checking,EUR,4148.05,0.00,active,2024-12-22
809,ES4599992753700986001442,679,23,payroll,EUR,4763.88,200.00,active,2023-07-04
810,ES3799999590805152663622,515,22,checking,EUR,4443.58,1000.00,active,2015-04-11
811,ES3299994896494896477230,26,25,checking,EUR,323.56,0.00,active,2019-05-27
812,ES2299993240101410485814,338,14,checking,EUR,4967.30,0.00,dormant,2023-10-04
813,ES7299991179402231825160,201,6,savings,EUR,3658.68,0.00,dormant,2019-10-03
814,ES2499995015340838348925,478,12,checking,EUR,101.29,0.00,active,2020-04-03
815,ES3299997558661006122989,291,1,checking,EUR,3014.63,1500.00,active,2023-07-13
816,ES4099998264761284563967,195,5,checking,EUR,2713.16,0.00,active,2024-11-30
817,ES6999991403768540136440,39,7,business,EUR,5979.71,0.00,dormant,2011-05-04
818,ES0699998644807487681415,496,16,savings,EUR,3281.60,0.00,dormant,2024-09-30
819,ES3399997096006272372231,287,24,checking,EUR,4950.94,0.00,active,2010-03-20
820,ES4899997558322239748251,255,1,checking,EUR,671.63,0.00,active,2022-11-08
821,ES0399994896030414526136,128,25,checking,EUR,5874.52,0.00,active,2022-10-05
822,ES8999993061426539065611,324,8,checking,EUR,960.45,0.00,active,2019-09-15
823,ES0899998644344125706992,687,16,savings,EUR,3502.76,0.00,active,2022-01-25
824,ES7999991403159931647802,730,7,savings,EUR,1188.73,0.00,active,2011-12-24
825,ES8199999984774799378880,189,19,savings,EUR,1486.48,0.00,active,2020-10-13
826,ES1399999087314691382982,320,17,checking,EUR,4659.60,1000.00,active,2019-05-16
827,ES1799999087544976949395,133,17,savings,EUR,0.00,0.00,closed,2024-10-28
828,ES9299995015639676858337,414,12,checking,EUR,332.61,0.00,active,2021-06-25
829,ES3099999590168671974324,726,22,checking,EUR,2525.28,0.00,active,2019-03-27
830,ES8899995954182883533221,694,13,checking,EUR,0.00,0.00,closed,2024-09-26
831,ES6699992753314860822690,711,23,checking,EUR,5192.92,500.00,active,2019-11-03
832,ES4899995015299893667144,161,12,savings,EUR,2733.35,0.00,active,2023-01-18
833,ES9899993597170494096971,198,11,savings,EUR,2356.40,0.00,active,2022-02-17
834,ES2799995015341585515136,756,12,checking,EUR,2054.22,200.00,active,2024-12-24
835,ES0599999623702436189193,520,21,checking,EUR,2983.13,0.00,active,2023-01-03
836,ES6899991342090008983770,206,4,checking,EUR,4698.97,200.00,active,2024-01-01
837,ES0999996710481817492824,785,20,savings,EUR,0.00,0.00,closed,2010-08-12
838,ES8599998644754617421138,487,16,checking,EUR,3659.27,0.00,active,2020-07-06
839,ES8999994497044818622491,102,9,checking,EUR,0.00,1000.00,closed,2015-04-15
840,ES8599994896970044252527,185,25,savings,EUR,3125.62,0.00,dormant,2022-01-22
841,ES9199990800380452533872,349,15,payroll,EUR,1160.10,0.00,active,2017-02-19
842,ES3599991403263499920950,580,7,payroll,EUR,545.52,1000.00,active,2024-11-27
843,ES5899999997339009829342,265,18,checking,EUR,2249.76,1000.00,dormant,2012-11-09
844,ES4899994896275425842134,30,25,checking,EUR,2753.41,0.00,active,2019-01-13
845,ES5699991342617362637671,149,4,checking,EUR,6302.80,1000.00,active,2020-04-16
846,ES1699996763751259518147,573,10,checking,EUR,0.00,200.00,closed,2024-03-12
847,ES8599993061448838936749,653,8,checking,EUR,7151.73,0.00,active,2023-02-04
848,ES2699991403232945752887,21,7,savings,EUR,1819.30,0.00,dormant,2010-01-01
849,ES1599995015097232250909,626,12,checking,EUR,2469.66,1500.00,active,2018-05-11
850,ES7099996710206861167566,35,20,checking,EUR,3522.68,500.00,active,2021-04-01
851,ES0699998264403087647448,68,5,payroll,EUR,261.84,1000.00,active,2022-07-07
852,ES4899996763151815398120,315,10,checking,EUR,6342.77,1000.00,active,2024-06-19
853,ES3999993061986816970319,136,8,savings,EUR,1262.87,0.00,active,2024-05-09
854,ES1399992166985297776608,673,3,checking,EUR,4868.81,0.00,active,2023-09-11
855,ES2999996763480591486638,36,10,checking,EUR,5639.94,500.00,active,2023-07-27
856,ES4199998644593687267307,753,16,checking,EUR,2276.82,0.00,active,2022-01-02
857,ES7699993240375353310904,370,14,payroll,EUR,2326.98,200.00,active,2021-08-23
858,ES8699994497797548098184,295,9,checking,EUR,355.76,0.00,active,2023-03-10
859,ES4699998644400925432350,123,16,checking,EUR,538.21,500.00,active,2020-09-03
860,ES1899991342695457840524,312,4,payroll,EUR,6990.44,0.00,dormant,2024-01-07
861,ES1399992753394513672086,754,23,checking,EUR,1211.23,0.00,active,2019-04-18
862,ES3599991342880782330938,236,4,checking,EUR,4324.98,200.00,dormant,2019-08-28
863,ES5299991342416153710845,209,4,checking,EUR,3029.31,200.00,active,2025-02-04
864,ES2099994497729899427536,33,9,savings,EUR,3478.38,0.00,dormant,2021-08-03
865,ES2599994497784483466975,752,9,checking,EUR,2045.96,0.00,active,2025-02-27
866,ES1699991179896323926780,18,6,checking,EUR,641.42,500.00,active,2024-03-22
867,ES1699993061275413006494,786,8,checking,EUR,799.12,200.00,active,2020-09-19
868,ES0799998644615134823750,161,16,checking,EUR,1416.89,200.00,active,2021-10-28
869,ES2199994896824390858946,182,25,savings,EUR,2735.59,0.00,active,2025-02-23
870,ES0399991179316582963312,666,6,checking,EUR,890.90,0.00,active,2021-03-01
871,ES4499992166604018105315,690,3,checking,EUR,0.00,1000.00,closed,2018-05-09
872,ES0499995015067711541252,70,12,checking,EUR,427.87,200.00,active,2024-01-20
873,ES4599993240071338476627,553,14,checking,EUR,1691.04,500.00,active,2024-07-31
874,ES0299994497961337326409,402,9,checking,EUR,8822.70,1000.00,active,2019-08-31
875,ES4999993240042566890813,186,14,checking,EUR,4364.31,0.00,active,2020-06-01
876,ES9799994896794035990112,416,25,checking,EUR,3256.17,0.00,active,2023-12-02
877,ES2199999087468844747406,108,17,checking,EUR,0.00,200.00,closed,2023-05-03
878,ES6499999997432511250597,29,18,checking,EUR,989.54,500.00,active,2017-01-10
879,ES3499991342901519111624,385,4,checking,EUR,2077.23,500.00,active,2018-11-24
880,ES0599990800222633637852,34,15,checking,EUR,175.93,0.00,active,2016-06-29
881,ES2399998264458703242386,297,5,checking,EUR,5082.96,0.00,active,2021-10-05
882,ES7899996710148497221999,214,20,checking,EUR,1232.48,0.00,dormant,2024-06-20
883,ES2099992166389610067779,480,3,checking,EUR,201.60,1000.00,active,2010-07-03
884,ES6399995954771156311629,732,13,payroll,EUR,6868.40,0.00,active,2022-12-16
885,ES9199997096841521231799,645,24,checking,EUR,3068.34,1000.00,dormant,2022-05-28
886,ES5199992166916666581194,8,3,checking,EUR,3608.50,1500.00,active,2015-05-22
887,ES8699999590177921510942,395,22,checking,EUR,5757.77,500.00,active,2025-01-04
888,ES6999991665669395479433,542,2,payroll,EUR,3667.61,200.00,active,2024-10-12
889,ES7299996710881152587613,337,20,checking,EUR,1561.74,0.00,active,2020-09-28
890,ES0799993597692486350931,706,11,savings,EUR,3779.32,0.00,active,2022-02-26
891,ES0699998264209140023859,396,5,checking,EUR,2579.35,1000.00,dormant,2013-07-04
892,ES0299998644380102041465,595,16,checking,EUR,5822.24,500.00,active,2022-11-09
893,ES9599999623256386652518,688,21,payroll,EUR,5426.51,1000.00,active,2017-12-25
894,ES8599990800932602528719,759,15,payroll,EUR,0.00,1000.00,closed,2024-11-23
895,ES1599994497070954673296,613,9,checking,EUR,3233.47,1000.00,active,2020-05-05
896,ES2399993597703613444519,245,11,savings,EUR,2476.17,0.00,active,2019-01-11
897,ES6499995954633454489065,283,13,savings,EUR,5428.99,0.00,active,2022-03-16
898,ES5699995015733289357182,28,12,savings,EUR,581.40,0.00,active,2021-12-17
899,ES3199999984481178698285,67,19,checking,EUR,2891.32,0.00,active,2016-08-04
900,ES9099991179233111678525,368,6,checking,EUR,1063.77,500.00,active,2025-03-07
901,ES2399992753425503550260,37,23,payroll,EUR,2578.58,0.00,active,2021-09-25
902,ES8899996710836397584568,200,20,checking,EUR,1367.83,1500.00,active,2025-02-14
903,ES5399991342124613070657,46,4,savings,EUR,4455.09,0.00,active,2021-04-30
904,ES2599996763812456238119,513,10,savings,EUR,0.00,0.00,closed,2020-07-28
905,ES7799993597040438073308,758,11,checking,EUR,0.00,200.00,closed,2022-11-08
906,ES2699993061129564450297,582,8,checking,EUR,3245.64,500.00,active,2023-04-24
907,ES8099994896504700500039,497,25,savings,EUR,950.10,0.00,active,2021-10-09
908,ES1599991342156023638598,427,4,savings,EUR,2321.15,0.00,active,2024-05-20
909,ES7299991342745312273638,71,4,checking,EUR,1668.58,1000.00,active,2022-12-19
910,ES1099999997080265009152,231,18,savings,EUR,3167.98,0.00,active,2011-05-17
911,ES6799996763239660519154,665,10,checking,EUR,1844.00,0.00,active,2012-07-02
912,ES7999998644074234639395,199,16,savings,EUR,3169.81,0.00,active,2020-11-30
913,ES1599991342587146604812,432,4,checking,EUR,2557.06,0.00,active,2023-06-10
914,ES0899999623974943403173,689,21,checking,EUR,1657.34,1000.00,active,2024-01-13
915,ES9799991403489003671305,92,7,checking,EUR,6793.35,1000.00,active,2025-03-28
916,ES7499998644325330586940,467,16,savings,EUR,2325.25,0.00,active,2023-05-01
917,ES4999993597644251274441,613,11,checking,EUR,1258.12,1000.00,active,2018-08-12
918,ES5299999087571157550144,150,17,checking,EUR,3129.38,500.00,active,2025-01-03
919,ES1499997558036232892248,563,1,checking,EUR,0.00,0.00,closed,2013-01-05
920,ES8799991403091000375474,148,7,checking,EUR,1391.33,0.00,active,2024-02-16
921,ES4699996710437320228101,693,20,savings,EUR,0.00,0.00,closed,2023-02-17
922,ES9199991179991523597476,699,6,checking,EUR,919.08,500.00,active,2024-09-22
923,ES4899996763721216874287,287,10,checking,EUR,2835.90,0.00,active,2008-12-07
924,ES9199997096427274232950,44,24,checking,EUR,2371.68,200.00,active,2008-06-20
925,ES4099993240068148055828,452,14,payroll,EUR,860.51,0.00,active,2024-10-13
926,ES4099991342724866124849,456,4,checking,EUR,5170.02,0.00,active,2019-02-21
927,ES7799991179956989657243,84,6,checking,EUR,2952.23,0.00,active,2014-02-25
928,ES0599997558697302643685,422,1,checking,EUR,3609.60,1500.00,active,2021-05-14
929,ES3399995015742616575635,148,12,payroll,EUR,-417.76,1500.00,active,2024-04-01
930,ES2699999997086667521606,80,18,checking,EUR,1449.71,1500.00,active,2017-04-07
931,ES4299992753961171234332,645,23,checking,EUR,4233.76,0.00,active,2022-05-31
932,ES7099995015660175423212,655,12,checking,EUR,169.85,1000.00,active,2019-10-20
933,ES4399990800708671628445,74,15,savings,EUR,1182.03,0.00,active,2022-06-28
934,ES8999997558542726119470,22,1,checking,EUR,5358.18,200.00,active,2017-11-21
935,ES5299994896255397093785,98,25,checking,EUR,259.06,1000.00,active,2024-04-27
936,ES1399991342722885697869,718,4,checking,EUR,346.53,0.00,active,2019-05-05
937,ES7499999623530920111861,70,21,checking,EUR,2784.59,200.00,active,2020-02-11
938,ES0399991342184982965340,393,4,checking,EUR,5465.09,0.00,active,2023-02-10
939,ES0899993597507377789177,567,11,checking,EUR,3203.03,1000.00,active,2016-10-02
940,ES6999999997745269241840,138,18,checking,EUR,1947.58,500.00,active,2022-12-19
941,ES1399994497560938008465,568,9,checking,EUR,1710.73,0.00,active,2024-10-01
942,ES5499992753274493887719,580,23,checking,EUR,2495.25,500.00,active,2022-11-22
943,ES3599990800753187886022,61,15,payroll,EUR,3550.64,1500.00,active,2024-12-25
944,ES5299995954381657872899,531,13,checking,EUR,111.78,0.00,active,2012-10-10
945,ES7699994896214625445260,688,25,checking,EUR,3015.93,0.00,active,2018-01-08
946,ES2399991665051388717287,722,2,savings,EUR,3314.72,0.00,active,2024-09-03
947,ES9099998264166213628573,367,5,checking,EUR,2441.74,0.00,active,2024-08-15
948,ES3299998264146786603865,148,5,checking,EUR,5569.41,200.00,active,2025-01-21
949,ES1499990800130635719625,76,15,checking,EUR,2018.17,500.00,active,2016-04-09
950,ES4699990800467298231981,208,15,checking,EUR,847.38,1500.00,active,2015-01-24
951,ES8299991179460081492311,79,6,checking,EUR,3277.34,200.00,active,2024-07-06
952,ES0399992166441347708768,101,3,checking,EUR,803.79,0.00,active,2024-04-04
953,ES7399997096096136496574,317,24,savings,EUR,569.73,0.00,active,2020-02-15
954,ES1699994896330342191726,481,25,checking,EUR,3551.20,0.00,active,2023-09-10
955,ES3399994497115597520255,745,9,checking,EUR,2906.99,0.00,active,2017-12-13
956,ES9899993240022073176519,422,14,checking,EUR,1000.96,200.00,active,2023-07-27
957,ES4399995015959395591698,383,12,checking,EUR,5852.82,0.00,active,2020-04-24
958,ES3099996710925772820878,705,20,payroll,EUR,2778.79,0.00,active,2024-08-13
959,ES4999991179451114713383,373,6,checking,EUR,2998.50,1000.00,active,2023-09-27
960,ES5299999984494804723049,121,19,checking,EUR,415.57,0.00,active,2022-09-27
961,ES0299997096060670821539,445,24,business,EUR,1470.04,0.00,active,2024-05-30
962,ES5399991665291333549149,51,2,savings,EUR,2955.98,0.00,active,2016-07-08
963,ES0699999984462050035283,353,19,checking,EUR,2801.36,0.00,active,2017-03-08
964,ES3299995015003333880020,2,12,checking,EUR,3681.28,1000.00,active,2013-11-06
965,ES8099996763005902151451,49,10,checking,EUR,5995.59,200.00,dormant,2024-07-04
966,ES1299999590249877967205,709,22,business,EUR,2179.68,0.00,active,2024-04-08
967,ES5799993597155323708601,533,11,savings,EUR,2524.22,0.00,active,2022-12-30
968,ES4399991665316782558763,34,2,savings,EUR,2641.54,0.00,active,2020-06-02
969,ES3399999984657783260285,670,19,checking,EUR,3714.66,0.00,active,2024-09-06
970,ES7299998644439226974975,89,16,checking,EUR,0.00,0.00,closed,2022-07-02
971,ES6599997558428090214767,488,1,savings,EUR,2136.44,0.00,dormant,2023-06-22
972,ES1399992753566057919401,442,23,checking,EUR,3616.75,1000.00,active,2017-08-05
973,ES1599998264766991370946,491,5,payroll,EUR,3007.44,0.00,active,2020-09-24
974,ES4399992753169860776915,16,23,checking,EUR,-312.08,1500.00,active,2025-02-02
975,ES0299991665886657332909,750,2,savings,EUR,5236.05,0.00,active,2024-03-13
976,ES2899999984011589565482,330,19,savings,EUR,0.00,0.00,closed,2023-05-03
977,ES1399992753814733476005,622,23,checking,EUR,1104.53,1000.00,dormant,2023-09-29
978,ES0499995015014310020963,402,12,checking,EUR,1384.70,0.00,active,2015-09-22
979,ES7099994896793747455465,330,25,checking,EUR,998.36,200.00,active,2022-08-25
980,ES1899999997353909186232,693,18,checking,EUR,2394.30,200.00,active,2022-06-12
981,ES4199991665701897566175,204,2,checking,EUR,2455.40,1000.00,dormant,2024-07-22
982,ES1699991342935925023394,163,4,business,EUR,143.03,0.00,active,2019-09-28
983,ES8399996710048352890667,505,20,checking,EUR,2887.22,0.00,active,2024-09-01
984,ES4499991403826942249097,640,7,checking,EUR,2826.04,1000.00,active,2024-10-12
985,ES4699999984802525882596,427,19,checking,EUR,2412.27,200.00,active,2016-10-29
986,ES5399991179919923539271,270,6,checking,EUR,6101.93,200.00,active,2017-12-25
987,ES1499993597065297369951,523,11,checking,EUR,2189.49,1500.00,active,2011-10-09
988,ES7399996763278486866283,110,10,checking,EUR,543.36,1000.00,active,2021-05-09
989,ES2899994497273878830590,519,9,payroll,EUR,2366.33,0.00,active,2024-08-25
